"","authors","citation","citationHtml","contacts","createdAt","description","fileCount","global_id","identifier_of_dataverse","keywords","majorVersion","minorVersion","name","name_of_dataverse","published_at","publisher","storageIdentifier","subjects","type","updatedAt","url","versionId","versionState"
"540","c(""Bagashka, Tanya"", ""Stone, Randall W."")","Bagashka, Tanya; Stone, Randall W., 2018, ""Risky Signals: The Political Costs of Exchange Rate Policy in Post-Communist Countries"", https://doi.org/10.7910/DVN/DYKHRO, Harvard Dataverse, V1, UNF:6:AnY+B6kXUiNXsJTbH1vunQ== [fileUNF]","Bagashka, Tanya; Stone, Randall W., 2018, ""Risky Signals: The Political Costs of Exchange Rate Policy in Post-Communist Countries"", <a href=""https://doi.org/10.7910/DVN/DYKHRO"" target=""_blank"">https://doi.org/10.7910/DVN/DYKHRO</a>, Harvard Dataverse, V1, UNF:6:AnY+B6kXUiNXsJTbH1vunQ== [fileUNF]","list(name = c(""Bagashka, Tanya"", ""Stone, Randall W.""), affiliation = c(""University of Houston"", ""University of Rochester""))","2018-07-03T20:25:21Z","It can be risky for governments to renege on exchange rate commitments, but it is misleading to characterize the costs as audience costs. While an audience costs approach assumes that the punishment for reneging is automatic, we model the choice of exchange rate policy in the shadow of elections as a signaling game between voters and governments, where governments have private information and voters are rational. We find that voters draw different inferences when they see reneging by different actors, and only Left governments are punished for breaking their promises. We test this hypothesis in the context of the post-Communist countries from 1990 to 2007 and find that Left governments were more likely to fall if they reneged on exchange rate commitments, but Right governments were not.","3","doi:10.7910/DVN/DYKHRO","isq","NULL","1","0","Risky Signals: The Political Costs of Exchange Rate Policy in Post-Communist Countries","International Studies Quarterly Dataverse","2018-07-05T19:07:30Z","International Studies Quarterly Dataverse","s3://10.7910/DVN/DYKHRO","Social Sciences","dataset","2018-07-05T19:07:30Z","https://doi.org/10.7910/DVN/DYKHRO","138437","RELEASED"
"541","c(""Spaniel, William"", ""Smith, Bradley C."")","Spaniel, William; Smith, Bradley C., 2019, ""Sanctions, Uncertainty, and Leader Tenure"", https://doi.org/10.7910/DVN/TTPOJB, Harvard Dataverse, V1, UNF:6:Qj9NgK60dBeFWBVAapzMOg== [fileUNF]","Spaniel, William; Smith, Bradley C., 2019, ""Sanctions, Uncertainty, and Leader Tenure"", <a href=""https://doi.org/10.7910/DVN/TTPOJB"" target=""_blank"">https://doi.org/10.7910/DVN/TTPOJB</a>, Harvard Dataverse, V1, UNF:6:Qj9NgK60dBeFWBVAapzMOg== [fileUNF]","list(name = """", affiliation = """")","2017-05-17T17:48:45Z","DOI: 10.1111/isqu.12199","4","doi:10.7910/DVN/TTPOJB","isq","ISQ 2015, Volume 59, Issue 4","1","0","Sanctions, Uncertainty, and Leader Tenure","International Studies Quarterly Dataverse","2019-04-19T14:03:57Z","International Studies Quarterly Dataverse","s3://10.7910/DVN/TTPOJB","Social Sciences","dataset","2019-04-19T14:03:57Z","https://doi.org/10.7910/DVN/TTPOJB","126468","RELEASED"
"542","c(""Hopkins, Daniel J"", ""Coffey, Daniel J"", ""Galvin, Daniel J"", ""Gamm, Gerald"", ""Henderson, John"", ""Paddock, Joel W."", ""Schickler, Eric"")","Hopkins, Daniel J; Coffey, Daniel J; Galvin, Daniel J; Gamm, Gerald; Henderson, John; Paddock, Joel W.; Schickler, Eric, 2022, ""Select American State Party Platforms, 1846-2017"", https://doi.org/10.7910/DVN/KNOSHL, Harvard Dataverse, V1","Hopkins, Daniel J; Coffey, Daniel J; Galvin, Daniel J; Gamm, Gerald; Henderson, John; Paddock, Joel W.; Schickler, Eric, 2022, ""Select American State Party Platforms, 1846-2017"", <a href=""https://doi.org/10.7910/DVN/KNOSHL"" target=""_blank"">https://doi.org/10.7910/DVN/KNOSHL</a>, Harvard Dataverse, V1","list(name = ""Hopkins, Daniel"", affiliation = ""University of Pennsylvania"")","2022-01-19T15:17:22Z","Archive of select American state party platforms 1846-2017 in .txt format","1","doi:10.7910/DVN/KNOSHL","harvard","Political Parties, American states, text as data, natural language processing","1","5","Select American State Party Platforms, 1846-2017","Harvard Dataverse","2022-01-19T15:17:51Z","Harvard Dataverse","s3://10.7910/DVN/KNOSHL","Social Sciences","dataset","2022-01-24T19:04:17Z","https://doi.org/10.7910/DVN/KNOSHL","303241","RELEASED"
"543","c(""Fogel, Robert W."", ""Engerman, Stanley L."")","Fogel, Robert W.; Engerman, Stanley L., 1984, ""Slave Hires, 1775-1865"", https://doi.org/10.3886/ICPSR07422.v3, Inter-university Consortium for Political and Social Research","Fogel, Robert W.; Engerman, Stanley L., 1984, ""Slave Hires, 1775-1865"", <a href=""https://doi.org/10.3886/ICPSR07422.v3"" target=""_blank"">https://doi.org/10.3886/ICPSR07422.v3</a>, Inter-university Consortium for Political and Social Research","list(name = """", affiliation = """")","2015-04-09T04:33:09Z","This study presents data pertaining to slave hiring transactions that occurred between 1775-1865 in eight states of the southern United States: Virginia, Maryland, North Carolina, South Carolina, Louisiana, Tennessee, Georgia, and Mississippi. The data were obtained from probate records on deposit in the Church of Jesus Christ of Latter-Day Saints Genealogical Society Library, Salt Lake City, Utah. Variables document the location of the hiring transaction and the period and rate of hire, as well as the hired slaves' age, sex, occupational skills, and condition of health. A related study is SLAVE SALES AND APPRAISALS, 1775-1865 (ICPSR 7421), also prepared by Robert W. Fogel and Stanley L. Engerman.","1","doi:10.3886/ICPSR07422.v3","icpsr","c(""African Americans"", ""Antebellum South (USA)"", ""eighteenth century"", ""history"", ""nineteenth century"", ""slave hires"", ""slave labor"", ""slave ownership"", ""slave populations"", ""slavery"", ""Southern United States"")","NA","NA","Slave Hires, 1775-1865","ICPSR Harvested Dataverse","2015-04-09T04:33:09Z","ICPSR Harvested Dataverse","file://10.3886/ICPSR07422.v3","","dataset","2015-04-09T04:33:09Z","https://doi.org/10.3886/ICPSR07422.v3","41785","RELEASED"
"544","c(""Fogel, Robert W."", ""Engerman, Stanley L."")","Fogel, Robert W.; Engerman, Stanley L., 1984, ""Slave Sales and Appraisals, 1775-1865"", https://doi.org/10.3886/ICPSR07421.v3, Inter-university Consortium for Political and Social Research","Fogel, Robert W.; Engerman, Stanley L., 1984, ""Slave Sales and Appraisals, 1775-1865"", <a href=""https://doi.org/10.3886/ICPSR07421.v3"" target=""_blank"">https://doi.org/10.3886/ICPSR07421.v3</a>, Inter-university Consortium for Political and Social Research","list(name = """", affiliation = """")","2015-04-09T04:27:47Z","This study presents data pertaining to slave sales and appraisals that took place from 1775 to 1865 in eight states of the southern United States: Virginia, Maryland, North Carolina, South Carolina, Louisiana, Tennessee, Georgia, and Mississippi. The data were obtained from probate records on deposit in the Church of Jesus Christ of Latter-Day Saints Genealogical Society Library, Salt Lake City, Utah. Variables document the sale locations and the appraised and sale values of the slaves, as well as the slaves' age, sex, occupational skills, and condition of health. A related study is SLAVE HIRES, 1775-1865 (ICPSR 7422), also prepared by Robert W. Fogel and Stanley L. Engerman.","1","doi:10.3886/ICPSR07421.v3","icpsr","c(""African Americans"", ""Antebellum South (USA)"", ""eighteenth century"", ""history"", ""nineteenth century"", ""slave appraisals"", ""slave ownership"", ""slave populations"", ""slave sales"", ""slavery"", ""Southern United States"")","NA","NA","Slave Sales and Appraisals, 1775-1865","ICPSR Harvested Dataverse","2015-04-09T04:27:47Z","ICPSR Harvested Dataverse","file://10.3886/ICPSR07421.v3","","dataset","2015-04-09T04:27:47Z","https://doi.org/10.3886/ICPSR07421.v3","41299","RELEASED"
"545","c(""Klarner, Carl"", ""Berry, William"", ""Carsey, Thomas"", ""Jewell, Malcolm"", ""Niemi, Richard"", ""Powell, Lynda"", ""Snyder, James"")","Klarner, Carl; Berry, William; Carsey, Thomas; Jewell, Malcolm; Niemi, Richard; Powell, Lynda; Snyder, James, 2013, ""State Legislative Election Returns (1967-2010)"", https://doi.org/10.3886/ICPSR34297.v1, Inter-university Consortium for Political and Social Research","Klarner, Carl; Berry, William; Carsey, Thomas; Jewell, Malcolm; Niemi, Richard; Powell, Lynda; Snyder, James, 2013, ""State Legislative Election Returns (1967-2010)"", <a href=""https://doi.org/10.3886/ICPSR34297.v1"" target=""_blank"">https://doi.org/10.3886/ICPSR34297.v1</a>, Inter-university Consortium for Political and Social Research","list(name = """", affiliation = """")","2015-04-09T03:45:30Z","This data set contains comprehensive information on state legislative general election returns from 1967 through 2010. Each of the more than 300,000 observations refers to an individual candidate who ran for state legislative office. Variables include district designations, year and month of election, type of district (multimember, etc.), and candidate attributes such as incumbency status, party and vote total. The data come from five sources, three of which are ICPSR data collections (#8907, #3938, #21480); this data set is an update of these previous releases, through 2010.","1","doi:10.3886/ICPSR34297.v1","icpsr","c(""candidates"", ""constituencies"", ""counties"", ""election returns"", ""historical data"", ""performance"", ""political history"", ""political parties"", ""political power"", ""primaries"", ""special elections"", ""state elections"", ""state legislatures"", ""state politics"", ""vote count"", ""voting patterns"")","NA","NA","State Legislative Election Returns (1967-2010)","ICPSR Harvested Dataverse","2015-04-09T03:45:30Z","ICPSR Harvested Dataverse","file://10.3886/ICPSR34297.v1","","dataset","2015-04-09T03:45:30Z","https://doi.org/10.3886/ICPSR34297.v1","37440","RELEASED"
"546","c(""Carsey, Thomas M."", ""Berry, William D."", ""Niemi, Richard G."", ""Powell, Lynda W."", ""Snyder, James M."")","Carsey, Thomas M.; Berry, William D.; Niemi, Richard G.; Powell, Lynda W.; Snyder, James M., 2008, ""State Legislative Election Returns, 1967-2003"", https://doi.org/10.3886/ICPSR21480.v1, Inter-university Consortium for Political and Social Research","Carsey, Thomas M.; Berry, William D.; Niemi, Richard G.; Powell, Lynda W.; Snyder, James M., 2008, ""State Legislative Election Returns, 1967-2003"", <a href=""https://doi.org/10.3886/ICPSR21480.v1"" target=""_blank"">https://doi.org/10.3886/ICPSR21480.v1</a>, Inter-university Consortium for Political and Social Research","list(name = """", affiliation = """")","2015-04-09T04:30:19Z","This data collection contains information on state legislative election returns from 1967 through 2003. Each observation in the data refers to an individual candidate who ran for state legislative office during this time period. There are a total of 259,000 observations. For some states, there are observations for candidates competing in primaries before 1990. For years after 1989, there are observations only for general elections.","1","doi:10.3886/ICPSR21480.v1","icpsr","c(""candidates"", ""constituencies"", ""counties"", ""election returns"", ""historical data"", ""performance"", ""political history"", ""political parties"", ""political power"", ""primaries"", ""special elections"", ""state elections"", ""state legislatures"", ""state politics"", ""vote count"", ""voting patterns"")","NA","NA","State Legislative Election Returns, 1967-2003","ICPSR Harvested Dataverse","2015-04-09T04:30:19Z","ICPSR Harvested Dataverse","file://10.3886/ICPSR21480.v1","","dataset","2015-04-09T04:30:19Z","https://doi.org/10.3886/ICPSR21480.v1","41531","RELEASED"
"547","Jena Meinecke, Petros Tzeferacos, James S. Ross, Archie F. A. Bott, Scott Feister, Hye-Sook Park, Anthony R. Bell, Roger Blandford, Richard L. Berger, Robert Bingham, Alexis Casner, Laura E. Chen, John Foster, Dustin H. Froula, Clement Goyon, Daniel Kalantar, Michel Koenig, Brandon Lahmann, Chikang Li, Yingchao Lu, Charlotte A. J. Palmer, Richard D. Petrasso, Hannah Poole, Bruce Remington, Brian Reville, Adam Reyes, Alexandra Rigby, Dongsu Ryu, George Swadling, Alex Zylstra, Francesco Miniati, Subir Sarkar, Alexander A. Schekochihin, Donald Q. Lamb, Gianluca Gregori","Jena Meinecke, Petros Tzeferacos, James S. Ross, Archie F. A. Bott, Scott Feister, Hye-Sook Park, Anthony R. Bell, Roger Blandford, Richard L. Berger, Robert Bingham, Alexis Casner, Laura E. Chen, John Foster, Dustin H. Froula, Clement Goyon, Daniel Kalantar, Michel Koenig, Brandon Lahmann, Chikang Li, Yingchao Lu, Charlotte A. J. Palmer, Richard D. Petrasso, Hannah Poole, Bruce Remington, Brian Reville, Adam Reyes, Alexandra Rigby, Dongsu Ryu, George Swadling, Alex Zylstra, Francesco Miniati, Subir Sarkar, Alexander A. Schekochihin, Donald Q. Lamb, Gianluca Gregori, 2022, ""Strong suppression of heat conduction in a laboratory replica of galaxy-cluster turbulent plasmas"", https://doi.org/10.7910/DVN/HYWNMB, Harvard Dataverse, V1","Jena Meinecke, Petros Tzeferacos, James S. Ross, Archie F. A. Bott, Scott Feister, Hye-Sook Park, Anthony R. Bell, Roger Blandford, Richard L. Berger, Robert Bingham, Alexis Casner, Laura E. Chen, John Foster, Dustin H. Froula, Clement Goyon, Daniel Kalantar, Michel Koenig, Brandon Lahmann, Chikang Li, Yingchao Lu, Charlotte A. J. Palmer, Richard D. Petrasso, Hannah Poole, Bruce Remington, Brian Reville, Adam Reyes, Alexandra Rigby, Dongsu Ryu, George Swadling, Alex Zylstra, Francesco Miniati, Subir Sarkar, Alexander A. Schekochihin, Donald Q. Lamb, Gianluca Gregori, 2022, ""Strong suppression of heat conduction in a laboratory replica of galaxy-cluster turbulent plasmas"", <a href=""https://doi.org/10.7910/DVN/HYWNMB"" target=""_blank"">https://doi.org/10.7910/DVN/HYWNMB</a>, Harvard Dataverse, V1","list(name = """", affiliation = """")","2022-06-08T17:58:03Z","In conventional gases and plasmas, it is known that heat fluxes are proportional to temperature gradients, with collisions between particles mediating energy flow from hotter to colder regions and the coefficient of thermal conduction given by Spitzer’s theory. However, this theory breaks down in magnetized, turbulent, weakly colli- sional plasmas, although modifications are difficult to predict from first principles due to the complex, multiscale nature of the problem. Understanding heat transport is important in astrophysical plasmas such as those in gal- axy clusters, where observed temperature profiles are explicable only in the presence of a strong suppression of heat conduction compared to Spitzer’s theory. To address this problem, we have created a replica of such a sys- tem in a laser laboratory experiment. Our data show a reduction of heat transport by two orders of magnitude or more, leading to large temperature variations on small spatial scales (as is seen in cluster plasmas).","1","doi:10.7910/DVN/HYWNMB","MIT-PSFC","c(""heat flux densities"", ""heat transport"", ""laboratory astrophysics"", ""magnetized plasma"", ""plasma physics"")","1","0","Strong suppression of heat conduction in a laboratory replica of galaxy-cluster turbulent plasmas","Plasma Science and Fusion Center Dataverse","2022-11-03T13:18:04Z","Plasma Science and Fusion Center Dataverse","s3://10.7910/DVN/HYWNMB","Physics","dataset","2022-11-03T13:18:04Z","https://doi.org/10.7910/DVN/HYWNMB","328322","RELEASED"
"548","c(""Lisa S. Panisch, PhD"", ""Jennifer Currin-McCulloch, PhD"", ""Elle Covington"")","Lisa S. Panisch, PhD; Jennifer Currin-McCulloch, PhD; Elle Covington, 2022, ""Supplemental Data for Dissociation among individuals receiving cancer care: A scoping review"", https://doi.org/10.18738/T8/QFOHB6","Lisa S. Panisch, PhD; Jennifer Currin-McCulloch, PhD; Elle Covington, 2022, ""Supplemental Data for Dissociation among individuals receiving cancer care: A scoping review"", <a href=""https://doi.org/10.18738/T8/QFOHB6"" target=""_blank"">https://doi.org/10.18738/T8/QFOHB6</a>","list(name = ""Covington, Elle"", affiliation = ""University of Texas at Austin"")","2022-05-02T05:25:35Z","This dataset includes data and documentation developed for a scoping review. The purpose of this study was to determine the depth, breadth, and scope of the available literature to discover how dissociation is addressed in oncology research.","6","doi:10.18738/T8/QFOHB6","tdr_harvested","NULL","1","NA","Supplemental Data for Dissociation among individuals receiving cancer care: A scoping review","Texas Data Repository Harvested Dataverse","2022-04-27T07:00:08Z","Texas Data Repository Harvested Dataverse","s3://10.18738/T8/QFOHB6","c(""Medicine, Health and Life Sciences"", ""Social Sciences"")","dataset","2022-05-02T05:25:35Z","https://doi.org/10.18738/T8/QFOHB6","326359","RELEASED"
"549","ASTAPOVA, OLGA","ASTAPOVA, OLGA, 2020, ""Supplemental Figures for ""Ligand Binding Prolongs Androgen Receptor Protein Half-Life By Reducing Its Degradation"""", https://doi.org/10.7910/DVN/ZM4OHV, Harvard Dataverse, V6","ASTAPOVA, OLGA, 2020, ""Supplemental Figures for &quot;Ligand Binding Prolongs Androgen Receptor Protein Half-Life By Reducing Its Degradation&quot;"", <a href=""https://doi.org/10.7910/DVN/ZM4OHV"" target=""_blank"">https://doi.org/10.7910/DVN/ZM4OHV</a>, Harvard Dataverse, V6","list(name = ""ASTAPOVA, OLGA"", affiliation = ""University of Rochester"")","2020-09-02T14:27:12Z","Supplemental Figures for ""Ligand Binding Prolongs Androgen Receptor Protein Half-Life By Reducing Its Degradation""","1","doi:10.7910/DVN/ZM4OHV","harvard","NULL","6","0","Supplemental Figures for ""Ligand Binding Prolongs Androgen Receptor Protein Half-Life By Reducing Its Degradation""","Harvard Dataverse","2021-02-15T13:03:57Z","Harvard Dataverse","s3://10.7910/DVN/ZM4OHV","Medicine, Health and Life Sciences","dataset","2021-02-15T13:03:57Z","https://doi.org/10.7910/DVN/ZM4OHV","233179","RELEASED"
"550","Lacina, Bethany","Lacina, Bethany, 2017, ""Table 9.1 Replication Data"", https://doi.org/10.7910/DVN/FJMT7V, Harvard Dataverse, V1, UNF:6:b9Qzbqaai5AkdIEWUBQ5GA== [fileUNF]","Lacina, Bethany, 2017, ""Table 9.1 Replication Data"", <a href=""https://doi.org/10.7910/DVN/FJMT7V"" target=""_blank"">https://doi.org/10.7910/DVN/FJMT7V</a>, Harvard Dataverse, V1, UNF:6:b9Qzbqaai5AkdIEWUBQ5GA== [fileUNF]","list(name = ""Lacina, Bethany"", affiliation = ""University of Rochester"")","2016-08-03T18:43:19Z","Replication data for Table 9.1: One-sided and nonstate violence during ethnoterritorial wars, 1989–2013","3","doi:10.7910/DVN/FJMT7V","rivalclaims","NULL","1","0","Table 9.1 Replication Data","Rival Claims Lacina Dataverse","2017-03-27T01:06:40Z","Rival Claims Lacina Dataverse","s3://10.7910/DVN/FJMT7V","Social Sciences","dataset","2017-03-27T01:06:40Z","https://doi.org/10.7910/DVN/FJMT7V","86402","RELEASED"
"551","Lacina, Bethany","Lacina, Bethany, 2017, ""Table 9.2 Replication Data"", https://doi.org/10.7910/DVN/8WAN7F, Harvard Dataverse, V1, UNF:6:tSTfs69wN3+HpIhNs7q6Hg== [fileUNF]","Lacina, Bethany, 2017, ""Table 9.2 Replication Data"", <a href=""https://doi.org/10.7910/DVN/8WAN7F"" target=""_blank"">https://doi.org/10.7910/DVN/8WAN7F</a>, Harvard Dataverse, V1, UNF:6:tSTfs69wN3+HpIhNs7q6Hg== [fileUNF]","list(name = ""Lacina, Bethany"", affiliation = ""University of Rochester"")","2016-08-03T19:01:38Z","Replication data for Table 9.2: Regional rivalries and ethnoterritorial civil wars in cross-national perspective, 1946–2009","3","doi:10.7910/DVN/8WAN7F","rivalclaims","NULL","1","0","Table 9.2 Replication Data","Rival Claims Lacina Dataverse","2017-03-27T01:06:14Z","Rival Claims Lacina Dataverse","s3://10.7910/DVN/8WAN7F","Social Sciences","dataset","2017-03-27T01:06:14Z","https://doi.org/10.7910/DVN/8WAN7F","86405","RELEASED"
"552","c(""Shulin Chen"", ""Yeates Conwell"", ""Jiang Xue"", ""Lydia Li"", ""Tingjie Zhao"", ""Wan Tang"", ""Hillary R. Bogner"", ""Hengjin Dong"")","Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1","Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", <a href=""https://doi.org/10.7910/DVN/6RWH41"" target=""_blank"">https://doi.org/10.7910/DVN/6RWH41</a>, Harvard Dataverse, V1","list(name = c(""Chen, Shulin"", ""Yeates, Conwell""), affiliation = c(""Zhejiang Univeristy"", ""Univerisity of Rochester Medical Center""))","2022-06-08T07:36:32Z","Using a cluster randomized controlled design, the Chinese Older Adult Collaborations in Health (COACH) Study compared the COACH intervention to enhanced Care-as-Usual (eCAU) for the treatment of comorbid depression and HTN in older residents of rural Chinese villages. Study measures were administered in the subject’s home or the clinic by unblinded, trained research assistants at study entry and 1-, 3-, 6-, 9-, and 12-months later. Sociodemographic information obtained at baseline included age, sex, education level, marital status, living condition, employment status, religion and economic satisfaction. Our primary outcome variables were depression symptom severity, and HTN control. The measure of depressive symptom change was a valid and reliable Chinese translation of the 17-item Hamilton Depression Rating (HDRS). Items for analysis included response to treatment, defined as a ≥50% change in the HDRS score from baseline, and remission of depression defined as a total HDRS score <10 at follow-up. BP was measured at baseline and each follow-up point according to standards developed by the Center for Disease Control and Prevention in China. The primary variable for analysis was dichotomous – controlled vs. uncontrolled HTN. Consistent with the Hypertension Treatment Guidelines, uncontrolled HTN was defined as systolic BP ≥ 130 or diastolic BP ≥ 80 for patients with diabetes mellitus, coronary heart disease or renal disease, and BP ≥ 140 or diastolic BP≥90 for all others. Variables known to influence response to treatment of depression or HTN were included as covariates: the Body Mass Index (BMI), which is associated with hypertension treatment response, and the WHOQOL-BREF for quality of life, which is a widely used measure and the Chinese version of which has shown very good psychometric properties. As a measure of functioning independent of the WHOQOL-BREF physical domain score, we assessed the subject’s impairment in basic (ADL) and instrumental activities of daily living (IADLs). We measured social support with the Chinese version of the Medical Outcomes Study Social Support Survey (MOS-SSS-C)42 and social network size.","2","doi:10.7910/DVN/6RWH41","harvard","NULL","1","0","The Chinese Older Adult Collaborations in Health (COACH) Study","Harvard Dataverse","2022-08-02T16:09:57Z","Harvard Dataverse","s3://10.7910/DVN/6RWH41","Medicine, Health and Life Sciences","dataset","2022-08-02T16:09:57Z","https://doi.org/10.7910/DVN/6RWH41","328303","RELEASED"
"553","c(""Ou, Kai"", ""Tyson, Scott A."")","Ou, Kai; Tyson, Scott A., 2021, ""The Concreteness of Social Knowledge and the Quality of Democratic Choice"", https://doi.org/10.7910/DVN/HWGLUJ, Harvard Dataverse, V1, UNF:6:8l6tFizxlba6ZLG6OCvRxQ== [fileUNF]","Ou, Kai; Tyson, Scott A., 2021, ""The Concreteness of Social Knowledge and the Quality of Democratic Choice"", <a href=""https://doi.org/10.7910/DVN/HWGLUJ"" target=""_blank"">https://doi.org/10.7910/DVN/HWGLUJ</a>, Harvard Dataverse, V1, UNF:6:8l6tFizxlba6ZLG6OCvRxQ== [fileUNF]","list(name = ""Ou, Kai"", affiliation = ""Florida State University"")","2021-09-14T15:25:49Z","Democracy relies on citizens who are politically knowledgeable and engaged. However, when a voter gains political knowledge regarding important issues, through television, town halls, or social media, she also learns that there are many other politically knowledgeable voters, highlighting the importance of social knowledge in political participation. Will a voter with concrete---as opposed to hypothetical---knowledge about other voters' political knowledge have an increased incentive to participate? Or instead, will concrete social knowledge about other voters actually inhibit participation? In this article, we develop a novel experimental design that focuses on whether concrete knowledge about other voters' political knowledge influences political participation. Our main result shows that concrete social knowledge decreases individual voters' willingness to vote, and thereby reduces the probability democracy chooses the majority preferred alternative, i.e. the quality of democratic choice.","5","doi:10.7910/DVN/HWGLUJ","PSRM","NULL","1","0","The Concreteness of Social Knowledge and the Quality of Democratic Choice","Political Science Research and Methods (PSRM) Dataverse","2021-10-02T22:32:23Z","Political Science Research and Methods (PSRM) Dataverse","s3://10.7910/DVN/HWGLUJ","Social Sciences","dataset","2021-10-02T22:32:23Z","https://doi.org/10.7910/DVN/HWGLUJ","272728","RELEASED"
"554","c(""Butchart, Ronald E."", ""Pavich, Melanie"", ""Engel, Mary Ella"", ""Davis, Christina"", ""Rolleri, Amy F."")","Butchart, Ronald E.; Pavich, Melanie; Engel, Mary Ella; Davis, Christina; Rolleri, Amy F., 2022, ""The Freedmen’s Teacher Project: Teachers among the Freed People in the U.S. South, 1861-1877"", https://doi.org/10.7910/DVN/0HBDZD, Harvard Dataverse, V1","Butchart, Ronald E.; Pavich, Melanie; Engel, Mary Ella; Davis, Christina; Rolleri, Amy F., 2022, ""The Freedmen&rsquo;s Teacher Project: Teachers among the Freed People in the U.S. South, 1861-1877"", <a href=""https://doi.org/10.7910/DVN/0HBDZD"" target=""_blank"">https://doi.org/10.7910/DVN/0HBDZD</a>, Harvard Dataverse, V1","list(name = c(""Butchart, Ronald E."", ""Journal of Slavery and Data Preservations""), affiliation = c(""University of Georgia"", ""Michigan State University""))","2022-06-30T19:48:49Z","The Freedmen’s Teacher Project (FTP) was initiated more than four decades ago. Its focus was on the people who responded to the overwhelming demand of formerly enslaved southern African Americans for access to literacy. Its temporal scope is from the first weeks of the American Civil War to the end of Reconstruction. The intent was to amass as much information on as many of the teachers as possible in order to, first, answer a number of historical questions about the teachers and, second, to measure the black response to educational opportunity. The project employs prosopography, or collective biography, to reveal commonalities and exceptions among the teachers. Originally imagined as a study of perhaps five thousand teachers, it grew to embrace every identifiable teacher in black schools during the focus time period, numbering now just shy of twelve thousand individuals. The conclusions that have been drawn have surprised, and usually delighted, activists and scholars working in black education, the social history of teachers and teaching, women’s history, social history, and teacher education.","2","doi:10.7910/DVN/0HBDZD","jsdp","Slavery","1","2","The Freedmen’s Teacher Project: Teachers among the Freed People in the U.S. South, 1861-1877","Journal of Slavery and Data Preservation Dataverse","2022-06-30T19:53:05Z","Journal of Slavery and Data Preservation Dataverse","s3://10.7910/DVN/0HBDZD","Arts and Humanities","dataset","2023-04-18T16:51:13Z","https://doi.org/10.7910/DVN/0HBDZD","344015","RELEASED"
"555","Dr. Richard N. Rosett, Associate Professor of Economics, University of Rochester, NY","Dr. Richard N. Rosett, Associate Professor of Economics, University of Rochester, NY, 2021, ""The Jewish Population of Rochester 1961"", Roper Center","Dr. Richard N. Rosett, Associate Professor of Economics, University of Rochester, NY, 2021, ""The Jewish Population of Rochester 1961"", Roper Center","list(name = """", affiliation = """")","2017-02-01T17:23:38Z","Population Estimates: 22,000 individuals.","0","hdl:1902.4/USNAJDB1961-RCH","roper","NULL","NA","NA","The Jewish Population of Rochester 1961","Roper Harvested Dataverse","2017-02-01T17:23:38Z","Roper Harvested Dataverse","file://1902.4/USNAJDB1961-RCH","Social Sciences","dataset","2017-02-01T17:23:38Z","https://hdl.handle.net/1902.4/USNAJDB1961-RCH","103153","RELEASED"
"556","Dr. Peter Regenstreif, Department of Political Science, University of Rochester","Dr. Peter Regenstreif, Department of Political Science, University of Rochester, 2021, ""The Jewish Population of Rochester, NY (Monroe County), 1980"", Roper Center","Dr. Peter Regenstreif, Department of Political Science, University of Rochester, 2021, ""The Jewish Population of Rochester, NY (Monroe County), 1980"", Roper Center","list(name = """", affiliation = """")","2017-02-01T18:21:09Z","Population Estimates: It is estimated in the published report that there are about 19,600 people living in 8,215 households that contain at least one Jew.","0","hdl:1902.4/USNAJDB1980-RCH","roper","NULL","NA","NA","The Jewish Population of Rochester, NY (Monroe County), 1980","Roper Harvested Dataverse","2017-02-01T18:21:09Z","Roper Harvested Dataverse","file://1902.4/USNAJDB1980-RCH","Social Sciences","dataset","2017-02-01T18:21:09Z","https://hdl.handle.net/1902.4/USNAJDB1980-RCH","110681","RELEASED"
